"AG-2014-3510","2014","novembro","6","Primeira Classe","Alto"
"AG-2014-3710","2014","janeiro","24","Segunda Classe","Medio"
"AG-2014-4280","2014","dezembro","4","Classe Padrao","Medio"
"AG-2014-4290","2014","junho","30","Classe Padrao","Alto"
"AG-2014-4590","2014","junho","24","Mesmo Dia","Critico"
"AG-2014-4720","2014","dezembro","27","Classe Padrao","Medio"
"AG-2014-4840","2014","agosto","20","Classe Padrao","Alto"
"AG-2014-4880","2014","junho","12","Segunda Classe","Medio"
"AG-2014-5620","2014","agosto","14","Classe Padrao","Medio"
"AG-2014-6170","2014","maio","20","Classe Padrao","Medio"
"AG-2014-6310","2014","janeiro","24","Classe Padrao","Baixo"
"AG-2014-6470","2014","janeiro","13","Primeira Classe","Critico"
"AG-2014-6650","2014","março","2","Classe Padrao","Medio"
"AG-2014-7430","2014","agosto","5","Classe Padrao","Medio"
"AG-2014-7490","2014","julho","23","Classe Padrao","Medio"
"AG-2014-7770","2014","março","7","Classe Padrao","Medio"
"AG-2014-8040","2014","março","31","Segunda Classe","Alto"
"AG-2014-8240","2014","março","12","Classe Padrao","Alto"
"AG-2014-8390","2014","maio","27","Segunda Classe","Critico"
"AG-2014-8600","2014","janeiro","22","Classe Padrao","Medio"
"AG-2014-8620","2014","fevereiro","11","Classe Padrao","Baixo"
"AG-2014-8710","2014","janeiro","29","Classe Padrao","Medio"
"AG-2014-8930","2014","setembro","12","Segunda Classe","Medio"
"AG-2014-9060","2014","dezembro","27","Classe Padrao","Medio"
"AG-2014-9240","2014","novembro","7","Primeira Classe","Alto"
"AG-2014-9430","2014","junho","12","Classe Padrao","Medio"
"AJ-2011-4230","2011","dezembro","30","Classe Padrao","Medio"
"AJ-2011-4420","2011","junho","8","Mesmo Dia","Critico"
"AJ-2011-4460","2011","fevereiro","23","Mesmo Dia","Medio"
"AJ-2011-7680","2011","setembro","14","Classe Padrao","Medio"
"AJ-2012-7450","2012","setembro","25","Classe Padrao","Medio"
"AJ-2012-7720","2012","novembro","2","Primeira Classe","Alto"
"AJ-2013-1340","2013","junho","2","Segunda Classe","Alto"
"AJ-2013-1760","2013","agosto","14","Mesmo Dia","Medio"
"AJ-2013-180","2013","agosto","7","Segunda Classe","Alto"
"AJ-2013-2640","2013","janeiro","23","Classe Padrao","Alto"
"AJ-2013-3610","2013","janeiro","10","Segunda Classe","Alto"
"AJ-2013-8630","2013","janeiro","7","Classe Padrao","Medio"
"AJ-2014-1760","2014","setembro","11","Classe Padrao","Medio"
"AJ-2014-5740","2014","outubro","23","Classe Padrao","Alto"
"AJ-2014-6170","2014","setembro","16","Segunda Classe","Alto"
"AJ-2014-6800","2014","dezembro","27","Classe Padrao","Medio"
"AJ-2014-8550","2014","fevereiro","24","Classe Padrao","Medio"
"AJ-2014-9020","2014","setembro","13","Classe Padrao","Medio"
"AJ-2014-9550","2014","agosto","30","Segunda Classe","Medio"
"AJ-2014-9620","2014","dezembro","30","Mesmo Dia","Alto"
"AL-2011-4500","2011","novembro","1","Classe Padrao","Medio"
"AL-2011-7440","2011","março","3","Segunda Classe","Alto"
"AL-2011-9500","2011","novembro","8","Segunda Classe","Alto"
"AL-2012-8670","2012","abril","24","Classe Padrao","Medio"
"AL-2012-9220","2012","abril","19","Classe Padrao","Medio"
"AL-2012-9980","2012","julho","28","Classe Padrao","Medio"
"AL-2013-3830","2013","agosto","12","Primeira Classe","Critico"
"AL-2013-7280","2013","abril","20","Mesmo Dia","Critico"
"AL-2013-7420","2013","dezembro","20","Classe Padrao","Medio"
"AL-2014-8450","2014","março","10","Segunda Classe","Alto"
"AM-2011-7110","2011","dezembro","14","Classe Padrao","Alto"
"AM-2013-2480","2013","abril","17","Classe Padrao","Baixo"
"AO-2011-1390","2011","fevereiro","1","Segunda Classe","Critico"
"AO-2011-1670","2011","janeiro","8","Classe Padrao","Alto"
"AO-2011-1710","2011","fevereiro","3","Classe Padrao","Baixo"
"AO-2011-4780","2011","outubro","10","Classe Padrao","Alto"
"AO-2011-4910","2011","janeiro","6","Classe Padrao","Medio"
"AO-2011-7110","2011","junho","21","Classe Padrao","Medio"
"AO-2011-8000","2011","dezembro","15","Classe Padrao","Alto"
"AO-2011-8260","2011","julho","16","Classe Padrao","Alto"
"AO-2011-8430","2011","janeiro","20","Mesmo Dia","Alto"
"AO-2011-9910","2011","dezembro","5","Classe Padrao","Medio"
"AO-2012-1000","2012","dezembro","3","Classe Padrao","Medio"
"AO-2012-1220","2012","janeiro","23","Primeira Classe","Medio"
"AO-2012-1230","2012","novembro","15","Classe Padrao","Medio"
"AO-2012-2480","2012","junho","13","Classe Padrao","Medio"
"AO-2012-2650","2012","dezembro","20","Classe Padrao","Medio"
"AO-2012-2750","2012","agosto","9","Classe Padrao","Medio"
"AO-2012-2810","2012","setembro","29","Segunda Classe","Medio"
"AO-2012-3210","2012","setembro","27","Classe Padrao","Medio"
"AO-2012-5450","2012","novembro","12","Mesmo Dia","Alto"
"AO-2012-6670","2012","setembro","20","Classe Padrao","Alto"
"AO-2012-7800","2012","julho","21","Primeira Classe","Medio"
"AO-2012-7980","2012","dezembro","20","Classe Padrao","Medio"
"AO-2012-8920","2012","dezembro","4","Classe Padrao","Medio"
"AO-2013-1140","2013","novembro","21","Classe Padrao","Medio"
"AO-2013-1470","2013","dezembro","10","Classe Padrao","Medio"
"AO-2013-1640","2013","outubro","25","Segunda Classe","Alto"
"AO-2013-2100","2013","junho","5","Classe Padrao","Alto"
"AO-2013-2180","2013","novembro","14","Classe Padrao","Alto"
"AO-2013-2230","2013","maio","28","Classe Padrao","Alto"
"AO-2013-2380","2013","março","28","Classe Padrao","Alto"
"AO-2013-3830","2013","outubro","30","Classe Padrao","Medio"
"AO-2013-4310","2013","outubro","30","Segunda Classe","Medio"
"AO-2013-6050","2013","dezembro","10","Classe Padrao","Medio"
"AO-2013-6140","2013","dezembro","27","Segunda Classe","Alto"
"AO-2013-6910","2013","dezembro","31","Primeira Classe","Medio"
"AO-2013-7170","2013","agosto","12","Classe Padrao","Medio"
"AO-2013-7370","2013","novembro","13","Classe Padrao","Medio"
"AO-2013-9250","2013","dezembro","6","Classe Padrao","Medio"
"AO-2014-1550","2014","abril","11","Segunda Classe","Alto"
"AO-2014-190","2014","dezembro","5","Classe Padrao","Medio"
"AO-2014-2110","2014","outubro","17","Segunda Classe","Alto"
"AO-2014-2160","2014","maio","20","Classe Padrao","Medio"
"AO-2014-2270","2014","maio","28","Classe Padrao","Baixo"
"AO-2014-2460","2014","novembro","6","Classe Padrao","Medio"
"AO-2014-2730","2014","setembro","25","Classe Padrao","Medio"
"AO-2014-4190","2014","novembro","22","Classe Padrao","Medio"
"AO-2014-420","2014","novembro","18","Primeira Classe","Alto"
"AO-2014-4830","2014","agosto","31","Segunda Classe","Alto"
"AO-2014-5290","2014","dezembro","10","Classe Padrao","Medio"
"AO-2014-5450","2014","fevereiro","19","Classe Padrao","Medio"
"AO-2014-5560","2014","abril","12","Classe Padrao","Alto"
"AO-2014-620","2014","agosto","25","Classe Padrao","Medio"
"AO-2014-650","2014","setembro","11","Mesmo Dia","Alto"
"AO-2014-6780","2014","janeiro","13","Classe Padrao","Medio"
"AO-2014-6900","2014","agosto","15","Classe Padrao","Medio"
"AO-2014-7730","2014","dezembro","31","Classe Padrao","Alto"
"AO-2014-7960","2014","agosto","7","Segunda Classe","Medio"
"AO-2014-8210","2014","novembro","4","Classe Padrao","Alto"
"AO-2014-8250","2014","setembro","18","Classe Padrao","Baixo"
"AO-2014-9370","2014","maio","27","Segunda Classe","Medio"
"AU-2011-0","2011","setembro","2","Mesmo Dia","Critico"
"AU-2011-3990","2011","março","28","Classe Padrao","Medio"
"AU-2011-4210","2011","maio","5","Segunda Classe","Medio"
"AU-2011-5790","2011","abril","20","Segunda Classe","Medio"
"AU-2011-790","2011","agosto","18","Classe Padrao","Medio"
"AU-2011-9050","2011","julho","29","Classe Padrao","Medio"
"AU-2012-1790","2012","junho","11","Classe Padrao","Medio"
"AU-2012-4970","2012","dezembro","22","Classe Padrao","Medio"
"AU-2012-5610","2012","dezembro","21","Primeira Classe","Medio"
"AU-2012-6590","2012","abril","12","Segunda Classe","Alto"
"AU-2012-7410","2012","julho","16","Classe Padrao","Medio"
"AU-2012-940","2012","junho","12","Classe Padrao","Medio"
"AU-2012-9900","2012","outubro","29","Primeira Classe","Medio"
"AU-2013-2590","2013","setembro","26","Mesmo Dia","Alto"
"AU-2013-3370","2013","março","28","Classe Padrao","Medio"
"AU-2013-3750","2013","julho","5","Classe Padrao","Medio"
"AU-2013-6380","2013","março","14","Classe Padrao","Medio"
"AU-2013-6980","2013","março","26","Segunda Classe","Alto"
"AU-2013-8150","2013","agosto","20","Primeira Classe","Medio"
"AU-2013-9620","2013","abril","15","Classe Padrao","Alto"
"AU-2013-9920","2013","outubro","22","Classe Padrao","Medio"
"AU-2014-1430","2014","junho","26","Segunda Classe","Medio"
"AU-2014-1530","2014","setembro","3","Classe Padrao","Medio"
"AU-2014-1900","2014","julho","2","Segunda Classe","Medio"
"AU-2014-3670","2014","dezembro","17","Classe Padrao","Medio"
"AU-2014-6170","2014","fevereiro","17","Segunda Classe","Alto"
"AU-2014-6560","2014","agosto","27","Classe Padrao","Alto"
"AU-2014-6650","2014","novembro","26","Classe Padrao","Medio"
"AU-2014-7090","2014","março","20","Classe Padrao","Medio"
"AU-2014-800","2014","julho","14","Primeira Classe","Alto"
"AU-2014-8900","2014","março","26","Segunda Classe","Medio"
"AU-2014-8970","2014","setembro","8","Classe Padrao","Alto"
"AU-2014-9620","2014","agosto","26","Classe Padrao","Medio"
"AU-2014-970","2014","agosto","4","Classe Padrao","Medio"
"BA-2013-8930","2013","setembro","20","Segunda Classe","Medio"
"BK-2011-6660","2011","dezembro","2","Classe Padrao","Alto"
"BK-2012-7820","2012","março","21","Classe Padrao","Alto"
"BK-2012-9590","2012","agosto","6","Segunda Classe","Alto"
"BK-2013-5970","2013","junho","21","Classe Padrao","Medio"
"BK-2014-2410","2014","fevereiro","12","Mesmo Dia","Medio"
"BK-2014-2770","2014","dezembro","5","Classe Padrao","Medio"
"BK-2014-5210","2014","agosto","20","Classe Padrao","Baixo"
"BK-2014-7550","2014","fevereiro","11","Classe Padrao","Alto"
"BN-2011-1530","2011","janeiro","29","Classe Padrao","Medio"
"BN-2011-2460","2011","setembro","21","Classe Padrao","Alto"
"BN-2011-2620","2011","abril","28","Classe Padrao","Alto"
"BN-2011-4470","2011","novembro","4","Classe Padrao","Medio"
"BN-2011-6760","2011","setembro","21","Primeira Classe","Alto"
"BN-2012-3640","2012","novembro","19","Classe Padrao","Medio"
"BN-2012-5720","2012","setembro","7","Primeira Classe","Critico"
"BN-2012-6200","2012","junho","29","Classe Padrao","Medio"
"BN-2012-8190","2012","abril","16","Classe Padrao","Medio"
"BN-2013-2680","2013","dezembro","30","Classe Padrao","Alto"
"BN-2013-570","2013","agosto","2","Segunda Classe","Medio"
"BN-2013-6580","2013","novembro","28","Primeira Classe","Alto"
"BN-2013-9270","2013","setembro","22","Classe Padrao","Medio"
"BN-2013-9770","2013","agosto","26","Segunda Classe","Alto"
"BN-2014-1970","2014","fevereiro","28","Classe Padrao","Medio"
"BN-2014-2740","2014","dezembro","10","Classe Padrao","Alto"
"BN-2014-4710","2014","junho","3","Segunda Classe","Medio"
"BN-2014-4860","2014","setembro","4","Classe Padrao","Medio"
"BN-2014-4920","2014","setembro","19","Classe Padrao","Medio"
"BN-2014-5090","2014","junho","13","Segunda Classe","Medio"
"BN-2014-8500","2014","fevereiro","10","Classe Padrao","Medio"
"BN-2014-9200","2014","novembro","27","Classe Padrao","Medio"
"BN-2014-9930","2014","março","9","Mesmo Dia","Medio"
"BO-2011-470","2011","agosto","12","Segunda Classe","Critico"
"BO-2011-6900","2011","agosto","29","Classe Padrao","Medio"
"BO-2011-7760","2011","novembro","21","Segunda Classe","Medio"
"BO-2011-9310","2011","agosto","27","Classe Padrao","Medio"
"BO-2012-2360","2012","agosto","16","Classe Padrao","Alto"
"BO-2012-4390","2012","setembro","11","Classe Padrao","Medio"
"BO-2012-5160","2012","setembro","6","Primeira Classe","Alto"
"BO-2012-5210","2012","dezembro","14","Classe Padrao","Medio"
"BO-2012-5950","2012","julho","23","Classe Padrao","Baixo"
"BO-2012-6660","2012","março","28","Classe Padrao","Alto"
"BO-2012-7210","2012","junho","8","Classe Padrao","Medio"
"BO-2012-7240","2012","fevereiro","1","Classe Padrao","Medio"
"BO-2012-7320","2012","agosto","22","Classe Padrao","Medio"
"BO-2012-8820","2012","junho","12","Mesmo Dia","Alto"
"BO-2013-1280","2013","agosto","8","Classe Padrao","Alto"
"BO-2013-1400","2013","dezembro","11","Classe Padrao","Baixo"
"BO-2013-2880","2013","novembro","8","Classe Padrao","Medio"
"BO-2013-3500","2013","junho","25","Segunda Classe","Medio"
"BO-2013-3590","2013","julho","17","Segunda Classe","Critico"
"BO-2013-3910","2013","julho","9","Segunda Classe","Medio"
"BO-2013-8060","2013","novembro","6","Segunda Classe","Critico"
"BO-2013-9400","2013","novembro","15","Mesmo Dia","Alto"
"BO-2014-1160","2014","setembro","19","Segunda Classe","Alto"
"BO-2014-1510","2014","junho","3","Classe Padrao","Medio"
"BO-2014-170","2014","junho","25","Classe Padrao","Medio"
"BO-2014-1930","2014","setembro","8","Classe Padrao","Baixo"
"BO-2014-2490","2014","agosto","6","Classe Padrao","Medio"
"BO-2014-2640","2014","agosto","8","Primeira Classe","Alto"
"BO-2014-2670","2014","setembro","29","Classe Padrao","Medio"
"BO-2014-4120","2014","dezembro","25","Segunda Classe","Critico"
"BO-2014-5570","2014","fevereiro","7","Classe Padrao","Medio"
"BO-2014-5730","2014","junho","26","Segunda Classe","Alto"
"BO-2014-620","2014","janeiro","10","Classe Padrao","Medio"
"BO-2014-6700","2014","junho","6","Classe Padrao","Alto"
"BO-2014-8490","2014","dezembro","11","Mesmo Dia","Medio"
"BO-2014-8690","2014","março","28","Segunda Classe","Medio"
"BO-2014-8960","2014","fevereiro","11","Segunda Classe","Alto"
"BO-2014-9040","2014","março","2","Segunda Classe","Medio"
"BO-2014-9070","2014","julho","8","Classe Padrao","Baixo"
"BO-2014-9240","2014","junho","5","Segunda Classe","Medio"
"BO-2014-9490","2014","junho","17","Primeira Classe","Medio"
"BO-2014-9810","2014","julho","15","Classe Padrao","Medio"
"BU-2011-1220","2011","agosto","6","Segunda Classe","Critico"
"BU-2011-2880","2011","dezembro","23","Classe Padrao","Medio"
"BU-2011-5160","2011","julho","25","Classe Padrao","Baixo"
"BU-2011-5830","2011","maio","10","Classe Padrao","Medio"
"BU-2011-7450","2011","novembro","7","Segunda Classe","Medio"
"BU-2012-1110","2012","novembro","15","Mesmo Dia","Alto"
"BU-2012-1740","2012","setembro","3","Classe Padrao","Medio"
"BU-2012-2320","2012","novembro","1","Classe Padrao","Medio"
"BU-2012-360","2012","novembro","27","Classe Padrao","Baixo"
"BU-2012-4360","2012","novembro","20","Primeira Classe","Alto"
"BU-2012-460","2012","julho","21","Classe Padrao","Medio"
"BU-2012-7140","2012","junho","20","Classe Padrao","Medio"
"BU-2012-7980","2012","janeiro","23","Segunda Classe","Alto"
"BU-2012-8790","2012","junho","1","Segunda Classe","Alto"
"BU-2012-8970","2012","setembro","6","Primeira Classe","Alto"
"BU-2012-9500","2012","outubro","5","Classe Padrao","Medio"
"BU-2012-9650","2012","julho","17","Primeira Classe","Alto"
"BU-2013-2680","2013","novembro","19","Segunda Classe","Alto"
"BU-2013-2690","2013","agosto","20","Classe Padrao","Alto"
"BU-2013-2970","2013","novembro","11","Classe Padrao","Medio"
"BU-2013-3730","2013","abril","2","Primeira Classe","Critico"
"BU-2013-3760","2013","novembro","5","Segunda Classe","Alto"
"BU-2013-4020","2013","setembro","11","Classe Padrao","Medio"
"BU-2013-4720","2013","dezembro","17","Primeira Classe","Medio"
"BU-2013-5320","2013","agosto","14","Primeira Classe","Critico"
"BU-2013-5690","2013","junho","6","Classe Padrao","Medio"
"BU-2013-6440","2013","novembro","11","Primeira Classe","Medio"
"BU-2013-7380","2013","janeiro","31","Classe Padrao","Alto"
"BU-2013-9100","2013","julho","20","Classe Padrao","Medio"
"BU-2013-9480","2013","dezembro","20","Primeira Classe","Alto"
"BU-2013-9680","2013","setembro","9","Classe Padrao","Medio"
"BU-2014-2740","2014","janeiro","13","Mesmo Dia","Medio"
"BU-2014-2850","2014","julho","8","Mesmo Dia","Critico"
"BU-2014-290","2014","junho","7","Classe Padrao","Medio"
"BU-2014-370","2014","junho","17","Segunda Classe","Medio"
"BU-2014-7540","2014","março","1","Classe Padrao","Medio"
"BU-2014-8530","2014","agosto","9","Primeira Classe","Alto"
"BU-2014-880","2014","fevereiro","13","Classe Padrao","Medio"
"BU-2014-9020","2014","abril","28","Segunda Classe","Alto"
"BU-2014-9200","2014","novembro","6","Classe Padrao","Medio"
"BU-2014-9730","2014","setembro","8","Classe Padrao","Alto"
"BY-2011-3790","2011","maio","3","Classe Padrao","Alto"
"BY-2012-8590","2012","novembro","14","Classe Padrao","Medio"
"CA-2011-100006","2011","setembro","7","Classe Padrao","Medio"
"CA-2011-100090","2011","julho","8","Classe Padrao","Medio"
"CA-2011-100293","2011","março","14","Classe Padrao","Medio"
"CA-2011-100328","2011","janeiro","29","Classe Padrao","Medio"
"CA-2011-100363","2011","abril","8","Classe Padrao","Medio"
"CA-2011-100391","2011","maio","25","Classe Padrao","Medio"
"CA-2011-100678","2011","abril","18","Classe Padrao","Medio"
"CA-2011-100706","2011","dezembro","16","Segunda Classe","Medio"
"CA-2011-100762","2011","novembro","24","Classe Padrao","Medio"
"CA-2011-100860","2011","março","26","Segunda Classe","Alto"
"CA-2011-100867","2011","outubro","19","Classe Padrao","Medio"
"CA-2011-100881","2011","março","28","Classe Padrao","Alto"
"CA-2011-100895","2011","junho","2","Classe Padrao","Alto"
"CA-2011-100916","2011","outubro","21","Classe Padrao","Medio"
"CA-2011-100972","2011","novembro","19","Segunda Classe","Medio"
"CA-2011-101147","2011","dezembro","2","Primeira Classe","Alto"
"CA-2011-101175","2011","dezembro","9","Classe Padrao","Medio"
"CA-2011-101266","2011","agosto","27","Segunda Classe","Medio"
"CA-2011-101364","2011","dezembro","22","Classe Padrao","Medio"
"CA-2011-101392","2011","dezembro","7","Classe Padrao","Medio"
"CA-2011-101427","2011","dezembro","26","Classe Padrao","Medio"
"CA-2011-101462","2011","abril","20","Classe Padrao","Medio"
"CA-2011-101476","2011","setembro","12","Primeira Classe","Alto"
"CA-2011-101560","2011","novembro","28","Segunda Classe","Critico"
"CA-2011-101602","2011","dezembro","15","Primeira Classe","Medio"
"CA-2011-101770","2011","março","31","Classe Padrao","Medio"
"CA-2011-101833","2011","novembro","17","Segunda Classe","Alto"
"CA-2011-101931","2011","outubro","28","Primeira Classe","Alto"
"CA-2011-102008","2011","setembro","30","Classe Padrao","Alto"
"CA-2011-102085","2011","outubro","4","Classe Padrao","Medio"
"CA-2011-102274","2011","novembro","21","Classe Padrao","Medio"
"CA-2011-102295","2011","novembro","24","Segunda Classe","Critico"
"CA-2011-102330","2011","dezembro","29","Classe Padrao","Medio"
"CA-2011-102645","2011","janeiro","24","Classe Padrao","Medio"
"CA-2011-102652","2011","abril","6","Classe Padrao","Medio"
"CA-2011-102673","2011","novembro","1","Classe Padrao","Medio"
"CA-2011-102869","2011","setembro","9","Segunda Classe","Medio"
"CA-2011-102988","2011","abril","5","Segunda Classe","Alto"
"CA-2011-103058","2011","julho","23","Primeira Classe","Critico"
"CA-2011-103086","2011","outubro","17","Segunda Classe","Critico"
"CA-2011-103100","2011","dezembro","20","Primeira Classe","Medio"
"CA-2011-103191","2011","setembro","22","Classe Padrao","Alto"
"CA-2011-103219","2011","novembro","9","Classe Padrao","Medio"
"CA-2011-103310","2011","maio","10","Classe Padrao","Medio"
"CA-2011-103317","2011","julho","5","Primeira Classe","Alto"
"CA-2011-103331","2011","agosto","26","Classe Padrao","Medio"
"CA-2011-103366","2011","janeiro","16","Primeira Classe","Critico"
"CA-2011-103373","2011","maio","18","Classe Padrao","Medio"
"CA-2011-103401","2011","novembro","21","Classe Padrao","Medio"
"CA-2011-103429","2011","maio","30","Primeira Classe","Critico"
"CA-2011-103492","2011","outubro","10","Classe Padrao","Medio"
"CA-2011-103527","2011","setembro","9","Segunda Classe","Alto"
"CA-2011-103590","2011","novembro","30","Classe Padrao","Alto"
"CA-2011-103660","2011","agosto","25","Classe Padrao","Medio"
"CA-2011-103702","2011","setembro","12","Classe Padrao","Medio"
"CA-2011-103744","2011","fevereiro","24","Classe Padrao","Medio"
"CA-2011-103800","2011","janeiro","4","Classe Padrao","Alto"
"CA-2011-103807","2011","dezembro","2","Classe Padrao","Medio"
"CA-2011-103849","2011","maio","11","Classe Padrao","Medio"
"CA-2011-103940","2011","setembro","17","Classe Padrao","Medio"
"CA-2011-103989","2011","março","19","Primeira Classe","Alto"
"CA-2011-104178","2011","agosto","25","Classe Padrao","Alto"
"CA-2011-104269","2011","março","1","Segunda Classe","Medio"
"CA-2011-104283","2011","junho","27","Classe Padrao","Medio"
"CA-2011-104402","2011","junho","17","Classe Padrao","Medio"
"CA-2011-104472","2011","junho","2","Classe Padrao","Medio"
"CA-2011-104563","2011","março","7","Classe Padrao","Medio"
"CA-2011-104738","2011","dezembro","30","Segunda Classe","Critico"
"CA-2011-104773","2011","dezembro","8","Classe Padrao","Alto"
"CA-2011-104780","2011","maio","21","Classe Padrao","Medio"
"CA-2011-104808","2011","fevereiro","5","Segunda Classe","Alto"
"CA-2011-104829","2011","novembro","18","Segunda Classe","Alto"
"CA-2011-104976","2011","dezembro","9","Classe Padrao","Medio"
"CA-2011-105165","2011","setembro","7","Primeira Classe","Medio"
"CA-2011-105172","2011","abril","4","Classe Padrao","Alto"
"CA-2011-105249","2011","novembro","28","Mesmo Dia","Medio"
"CA-2011-105270","2011","novembro","11","Classe Padrao","Baixo"
"CA-2011-105340","2011","novembro","22","Primeira Classe","Critico"
"CA-2011-105417","2011","janeiro","8","Classe Padrao","Medio"
"CA-2011-105648","2011","março","3","Classe Padrao","Medio"
"CA-2011-105872","2011","maio","30","Classe Padrao","Baixo"
"CA-2011-105893","2011","novembro","11","Classe Padrao","Medio"
"CA-2011-105984","2011","novembro","24","Mesmo Dia","Alto"
"CA-2011-106054","2011","janeiro","7","Primeira Classe","Critico"
"CA-2011-106229","2011","junho","7","Segunda Classe","Alto"
"CA-2011-106264","2011","dezembro","26","Classe Padrao","Medio"
"CA-2011-106376","2011","dezembro","5","Classe Padrao","Medio"
"CA-2011-106439","2011","outubro","31","Classe Padrao","Alto"
"CA-2011-106572","2011","setembro","5","Classe Padrao","Medio"
"CA-2011-106719","2011","agosto","24","Mesmo Dia","Medio"
"CA-2011-106726","2011","dezembro","6","Primeira Classe","Critico"
"CA-2011-106803","2011","dezembro","29","Classe Padrao","Medio"
"CA-2011-106810","2011","maio","14","Classe Padrao","Medio"
"CA-2011-106971","2011","setembro","2","Classe Padrao","Medio"
"CA-2011-107139","2011","julho","5","Classe Padrao","Medio"
