"AG-2013-6520","OFF-ACC-10000798","ML-7395","2","13.32","0.78"
"AG-2013-6520","OFF-BOS-10001348","ML-7395","4","128.52","5.93"
"AG-2013-6520","OFF-CAR-10002931","ML-7395","2","11.4","0.58"
"AG-2013-6630","FUR-SAU-10004653","LW-7125","1","435.99","70.02"
"AG-2013-6810","FUR-ELD-10000301","NF-8595","1","116.31","15.42"
"AG-2013-6810","TEC-NOK-10000534","NF-8595","1","638.91","93.82"
"AG-2013-7890","TEC-EPS-10004328","DJ-3510","4","1050.96","64.78"
"AG-2013-8490","OFF-AVE-10004827","SK-9990","2","22.86","1.28"
"AG-2013-8490","OFF-BOS-10001386","SK-9990","1","51.78","6.05"
"AG-2013-8490","OFF-FEL-10002837","SK-9990","4","105.72","10.97"
"AG-2013-8490","OFF-JIF-10002836","SK-9990","4","185.76","37.71"
"AG-2013-8490","OFF-TEN-10004194","SK-9990","4","538.44","40.92"
"AG-2013-8990","FUR-SAU-10003795","RB-9645","1","147.3","50.56"
"AG-2013-9570","OFF-IBI-10003191","AR-345","1","31.95","2.4"
"AG-2013-9890","OFF-STA-10001895","BT-1485","4","41.28","6.07"
"AG-2014-2040","FUR-RUB-10003004","CR-2730","1","106.92","16.77"
"AG-2014-2110","OFF-IBI-10004855","TB-11250","8","58.8","0.98"
"AG-2014-2110","OFF-SAN-10002839","TB-11250","4","207.12","11.21"
"AG-2014-2230","OFF-EAT-10004307","DK-3225","2","35.76","1.41"
"AG-2014-2280","FUR-SAF-10002121","MS-7980","2","264.96","0.64"
"AG-2014-2280","FUR-SAU-10000893","MS-7980","2","293.64","17.8"
"AG-2014-2280","OFF-STA-10001636","MS-7980","2","50.76","1.97"
"AG-2014-2280","OFF-TEN-10000794","MS-7980","1","53.73","4.45"
"AG-2014-2360","OFF-CAM-10003933","JE-5475","1","19.35","2.75"
"AG-2014-2600","FUR-IKE-10003642","DR-2940","2","287.58","19.63"
"AG-2014-2600","OFF-SAN-10001326","DR-2940","1","29.73","3.3"
"AG-2014-2600","OFF-STA-10000298","DR-2940","2","98.94","6.73"
"AG-2014-2600","TEC-STA-10000699","DR-2940","2","143.34","1.88"
"AG-2014-2760","FUR-DEF-10002865","CL-2565","1","17.61","2.28"
"AG-2014-2760","FUR-NOV-10002453","CL-2565","4","516","46.75"
"AG-2014-2760","OFF-AVE-10001750","CL-2565","6","163.98","26.6"
"AG-2014-2760","OFF-KIT-10001791","CL-2565","2","1052.16","147.79"
"AG-2014-2760","OFF-SME-10000880","CL-2565","1","10.77","1.23"
"AG-2014-2760","OFF-WIL-10001979","CL-2565","2","21.3","2.4"
"AG-2014-2830","OFF-BOS-10003699","MO-7800","1","49.86","5.84"
"AG-2014-2830","OFF-BRE-10004073","MO-7800","1","519.33","25.75"
"AG-2014-3130","TEC-SHA-10000052","CC-2100","2","481.68","25.79"
"AG-2014-3510","OFF-KRA-10001967","CR-2820","2","39.96","6.3"
"AG-2014-3710","FUR-HON-10001776","IL-5100","2","90.3","9.63"
"AG-2014-3710","OFF-CAM-10001249","IL-5100","2","83.4","9.28"
"AG-2014-3710","OFF-STI-10000305","IL-5100","1","48.09","2.58"
"AG-2014-4280","OFF-BOS-10004950","RD-9660","6","92.88","4.95"
"AG-2014-4280","OFF-HOO-10003820","RD-9660","2","163.56","16.64"
"AG-2014-4280","TEC-BRO-10004178","RD-9660","4","1515.24","98.08"
"AG-2014-4290","TEC-NOK-10000784","RC-9960","8","1008","122.39"
"AG-2014-4590","TEC-APP-10001108","AM-360","1","73.26","24.16"
"AG-2014-4720","OFF-STA-10003027","RO-9780","1","14.97","0.52"
"AG-2014-4840","OFF-AVE-10004708","CD-2790","1","13.26","2.06"
"AG-2014-4840","OFF-FEL-10002399","CD-2790","1","19.68","3.09"
"AG-2014-4840","OFF-GRE-10004796","CD-2790","1","31.17","4.21"
"AG-2014-4840","TEC-LOG-10004917","CD-2790","2","209.76","34.8"
"AG-2014-4840","TEC-MEM-10002524","CD-2790","4","113.52","8.2"
"AG-2014-4840","TEC-NOK-10004541","CD-2790","1","67.98","13.22"
"AG-2014-4880","OFF-CAR-10001358","RS-9420","1","4.8","0.31"
"AG-2014-5620","OFF-AVE-10004556","LD-6855","4","19.08","0.8"
"AG-2014-5620","OFF-SAN-10001128","LD-6855","8","90.96","7.47"
"AG-2014-6170","OFF-TEN-10000360","SL-10155","1","22.29","1.37"
"AG-2014-6310","FUR-RUB-10002817","JG-5160","1","40.83","5.01"
"AG-2014-6310","OFF-HAR-10002479","JG-5160","1","13.29","1.93"
"AG-2014-6470","OFF-ACC-10003636","PO-8865","2","105.18","3.66"
"AG-2014-6470","OFF-AME-10000870","PO-8865","1","17.49","4.23"
"AG-2014-6470","OFF-FIS-10000063","PO-8865","1","47.64","13.85"
"AG-2014-6470","OFF-KLE-10004543","PO-8865","2","27.12","6.8"
"AG-2014-6470","TEC-SHA-10004874","PO-8865","1","293.85","70.93"
"AG-2014-6650","OFF-ELD-10000845","AC-420","1","196.98","15.66"
"AG-2014-6650","OFF-GLO-10003463","AC-420","1","23.79","1.24"
"AG-2014-6650","OFF-STA-10003756","AC-420","1","44.43","1.5"
"AG-2014-6650","OFF-STO-10004363","AC-420","2","27.24","1.97"
"AG-2014-6650","OFF-WIL-10000979","AC-420","1","4.89","0.35"
"AG-2014-6650","TEC-SAN-10002254","AC-420","1","38.52","2.67"
"AG-2014-7430","OFF-TEN-10001585","HR-4830","1","16.53","1.3"
"AG-2014-7430","TEC-OKI-10002750","HR-4830","1","314.22","18.61"
"AG-2014-7490","OFF-BOS-10002340","RD-9930","1","26.37","1.19"
"AG-2014-7770","OFF-FEL-10001865","JO-5550","6","818.28","24.26"
"AG-2014-7770","OFF-STA-10001747","JO-5550","4","100.2","9.77"
"AG-2014-8040","OFF-ROG-10001818","BD-1605","4","122.88","19.74"
"AG-2014-8240","OFF-ADV-10004875","AR-570","12","130.32","9.15"
"AG-2014-8240","OFF-ROG-10000566","AR-570","2","123.42","20.27"
"AG-2014-8390","OFF-AME-10000851","CR-2820","1","39.39","10.58"
"AG-2014-8390","TEC-CIS-10003017","CR-2820","1","151.83","41.85"
"AG-2014-8600","FUR-SAU-10002255","SB-10170","2","874.68","54.12"
"AG-2014-8600","OFF-BIN-10000170","SB-10170","1","26.67","3.62"
"AG-2014-8620","OFF-AVE-10004508","DS-3180","1","5.04","0.71"
"AG-2014-8620","OFF-FEL-10001792","DS-3180","1","25.47","2.8"
"AG-2014-8620","OFF-SAN-10003285","DS-3180","4","49.44","4.27"
"AG-2014-8620","OFF-STA-10000244","DS-3180","1","45.69","5.55"
"AG-2014-8620","OFF-STA-10002719","DS-3180","2","52.08","10.76"
"AG-2014-8710","OFF-ROG-10003300","CA-2310","4","92.16","6.25"
"AG-2014-8930","OFF-IBI-10000080","CC-2220","1","15.84","2.41"
"AG-2014-9060","TEC-STA-10004542","YS-11880","4","160.32","12.66"
"AG-2014-9240","OFF-WIL-10000604","JL-5835","2","24.96","1.87"
"AG-2014-9430","OFF-FEL-10004117","DL-2865","4","229.56","8.81"
"AG-2014-9430","OFF-STA-10001895","DL-2865","1","10.32","0.54"
"AG-2014-9430","TEC-PAN-10000979","DL-2865","2","241.8","18.15"
"AJ-2011-4230","OFF-ROG-10002682","JH-5820","1","24.45","2.55"
"AJ-2011-4420","FUR-HON-10001847","TC-10980","1","454.71","147.24"
"AJ-2011-4420","OFF-AME-10004759","TC-10980","1","28.23","7.65"
"AJ-2011-4420","OFF-WIL-10003933","TC-10980","1","12.69","3.42"
"AJ-2011-4420","TEC-LOG-10003634","TC-10980","2","95.64","23.75"
"AJ-2011-4460","OFF-WIL-10003299","CM-1935","1","49.32","9.76"
"AJ-2011-7680","TEC-SAM-10000765","RP-9270","1","137.88","6.24"
"AJ-2012-7450","OFF-BIN-10001385","GM-4680","2","26.4","2.66"
"AJ-2012-7720","OFF-CAR-10001577","SG-10890","4","199.08","7.36"
"AJ-2012-7720","TEC-SAN-10003238","SG-10890","1","254.16","71.18"
"AJ-2013-1340","TEC-KON-10003077","JR-5700","1","51.63","5.36"
"AJ-2013-1760","TEC-CIS-10002986","CA-2310","1","141.33","10.89"
"AJ-2013-180","OFF-EAT-10003405","NC-8340","2","29.76","4.07"
"AJ-2013-2640","FUR-BAR-10004434","JL-5835","4","2058","393.62"
"AJ-2013-2640","OFF-WIL-10003299","JL-5835","8","394.56","44.64"
"AJ-2013-3610","OFF-ACC-10002772","GZ-4545","1","10.08","1.37"
"AJ-2013-8630","OFF-CAR-10001428","DC-3285","1","7.62","0.42"
"AJ-2014-1760","OFF-TEN-10003089","MS-7365","1","133.2","5.75"
"AJ-2014-5740","FUR-TEN-10001809","LW-6825","1","50.46","7.92"
"AJ-2014-5740","OFF-BOS-10002558","LW-6825","2","60.42","12.6"
"AJ-2014-5740","OFF-NOV-10000141","LW-6825","2","13.32","0.97"
"AJ-2014-6170","OFF-ROG-10003733","SH-9975","1","29.76","4.28"
"AJ-2014-6800","FUR-DEF-10000720","DR-2880","1","44.01","3.66"
"AJ-2014-6800","OFF-STI-10001651","DR-2880","1","47.49","2.03"
"AJ-2014-6800","TEC-MEM-10004014","DR-2880","4","984.84","42.72"
"AJ-2014-8550","OFF-STO-10003878","GM-4440","2","33.36","2.25"
"AJ-2014-9020","OFF-BOS-10001375","RD-9720","1","53.91","2.98"
"AJ-2014-9550","FUR-HON-10000339","GG-4650","1","47.4","2.16"
"AJ-2014-9620","OFF-STI-10003148","DJ-3420","4","157.8","27.41"
"AL-2011-4500","OFF-AVE-10002892","EM-3825","1","28.23","1.94"
"AL-2011-4500","OFF-BIN-10004569","EM-3825","2","33.18","1.96"
"AL-2011-4500","OFF-SAN-10002441","EM-3825","1","15.75","1.64"
"AL-2011-7440","TEC-STA-10002497","SC-10230","10","1619.1","301.73"
"AL-2011-9500","OFF-HAR-10004816","MC-8130","1","11.28","0.91"
"AL-2012-8670","FUR-DAN-10001622","ML-7395","1","363.75","33.38"
"AL-2012-8670","OFF-FEL-10002837","ML-7395","4","105.72","6.73"
"AL-2012-8670","OFF-WIL-10003774","ML-7395","1","6.45","0.37"
"AL-2012-9220","FUR-ELD-10002511","JD-5895","1","58.17","5.35"
"AL-2012-9980","FUR-BUS-10001243","JD-6015","1","414.03","26.48"
"AL-2013-3830","TEC-CIS-10000436","TT-11460","4","553.92","206.56"
"AL-2013-7280","TEC-CIS-10002598","GA-4515","1","182.07","59.24"
"AL-2013-7420","TEC-OKI-10000592","NC-8535","1","85.26","4.06"
"AL-2014-8450","OFF-BOS-10001576","JB-5925","6","173.7","28.56"
"AL-2014-8450","OFF-FEL-10001343","JB-5925","1","18.75","2.72"
"AL-2014-8450","OFF-TEN-10001031","JB-5925","4","218.76","16.94"
"AM-2011-7110","FUR-ADV-10004395","HM-4980","1","42.06","4.7"
"AM-2011-7110","FUR-OFF-10003019","HM-4980","1","94.2","6.72"
"AM-2013-2480","OFF-EAT-10004908","MG-7695","1","20.49","2.08"
"AO-2011-1390","OFF-FEL-10001541","DK-3150","1","206.4","53.08"
"AO-2011-1670","FUR-IKE-10001539","HZ-4950","6","2478.6","349.87"
"AO-2011-1710","OFF-WIL-10001889","SW-10455","2","9.06","0.8"
"AO-2011-4780","TEC-MEM-10002202","BS-1800","4","985.68","125.89"
"AO-2011-4780","TEC-SAN-10003793","BS-1800","4","440.88","28.57"
"AO-2011-4910","TEC-LOG-10003079","GK-4620","1","28.32","2"
"AO-2011-7110","FUR-HON-10000339","AA-480","1","47.4","4.58"
"AO-2011-7110","OFF-ACC-10000497","AA-480","2","28.26","3.71"
"AO-2011-7110","OFF-SME-10004370","AA-480","2","254.94","22.91"
"AO-2011-7110","OFF-STA-10000155","AA-480","2","55.92","2.24"
"AO-2011-8000","OFF-GLO-10003496","JK-5370","1","27.39","3.17"
"AO-2011-8000","TEC-KON-10001624","JK-5370","2","244.74","51.57"
"AO-2011-8000","TEC-MOT-10001178","JK-5370","1","143.13","9.12"
"AO-2011-8260","FUR-ADV-10004718","RO-9780","2","40.26","6.91"
"AO-2011-8260","OFF-AVE-10004310","RO-9780","12","107.28","8.18"
"AO-2011-8260","OFF-BIC-10001632","RO-9780","1","14.55","1.97"
"AO-2011-8260","OFF-BIC-10003680","RO-9780","12","227.16","47.97"
"AO-2011-8260","OFF-CUI-10002506","RO-9780","1","65.13","3.94"
"AO-2011-8260","OFF-ROG-10002866","RO-9780","2","61.38","5.31"
"AO-2011-8430","FUR-BUS-10002989","MA-7995","2","825.36","88.97"
"AO-2011-8430","OFF-ELD-10000124","MA-7995","1","48","7.92"
"AO-2011-8430","OFF-SME-10002417","MA-7995","1","48.51","11.64"
"AO-2011-9910","OFF-HAR-10002083","RP-9855","4","28.56","2.19"
"AO-2012-1000","OFF-ACC-10004871","DK-3225","4","53.28","5.9"
"AO-2012-1000","TEC-CIS-10001877","DK-3225","1","80.46","4.48"
"AO-2012-1000","TEC-HP -10003618","DK-3225","1","299.58","21.56"
"AO-2012-1220","OFF-STO-10001671","DL-3495","2","15.72","0.41"
"AO-2012-1220","TEC-BRO-10000374","DL-3495","1","147.3","30.2"
"AO-2012-1230","OFF-HON-10002456","DH-3075","4","51.24","0.31"
"AO-2012-1230","OFF-KRA-10000916","DH-3075","1","45.72","1.77"
"AO-2012-1230","TEC-ENE-10000895","DH-3075","1","40.29","3.79"
"AO-2012-2480","FUR-ADV-10004499","MG-8205","2","100.02","6.09"
"AO-2012-2480","OFF-CUI-10001060","MG-8205","1","53.46","3.75"
"AO-2012-2480","OFF-IBI-10002637","MG-8205","1","52.92","3.47"
"AO-2012-2650","OFF-CAR-10001577","SF-10200","6","298.62","18.65"
"AO-2012-2750","OFF-CAR-10001358","CA-2310","1","4.8","0.37"
"AO-2012-2810","FUR-DAN-10001875","HJ-4875","1","168.81","19.46"
"AO-2012-2810","OFF-STA-10003908","HJ-4875","1","14.7","1.46"
"AO-2012-3210","OFF-FEL-10002837","JE-5745","2","52.86","2.85"
"AO-2012-3210","OFF-FEL-10004665","JE-5745","1","207.33","12.76"
"AO-2012-3210","TEC-SHA-10001103","JE-5745","1","239.04","21.03"
"AO-2012-5450","TEC-SAM-10004785","LH-6900","1","636.15","31.59"
"AO-2012-6670","FUR-DEF-10001763","MO-7500","1","40.98","2.06"
"AO-2012-7800","OFF-ACC-10004871","JC-5340","8","106.56","14.47"
"AO-2012-7980","TEC-BRO-10000463","RD-9585","1","263.73","29.39"
"AO-2012-8920","OFF-ELD-10002199","CC-2475","1","128.37","7.17"
"AO-2012-8920","OFF-ELI-10003004","CC-2475","2","30.84","2.27"
"AO-2012-8920","OFF-STA-10003956","CC-2475","4","40.2","2.64"
"AO-2013-1140","TEC-CIS-10000758","LW-7125","1","652.68","52.38"
"AO-2013-1470","OFF-OIC-10000855","RE-9405","2","28.38","2.31"
"AO-2013-1640","FUR-NOV-10004962","IG-5085","1","48.45","4.54"
"AO-2013-1640","FUR-OFF-10004824","IG-5085","4","704.76","100.51"
"AO-2013-1640","OFF-ACC-10002834","IG-5085","2","26.22","4.92"
"AO-2013-1640","OFF-AME-10000360","IG-5085","2","95.04","7.96"
"AO-2013-1640","OFF-AME-10002949","IG-5085","2","21.48","2.4"
"AO-2013-1640","OFF-IBI-10002805","IG-5085","1","30.45","7.28"
"AO-2013-1640","OFF-STI-10000388","IG-5085","2","40.62","7.28"
"AO-2013-1640","TEC-MOT-10001088","IG-5085","2","346.92","32.39"
"AO-2013-2100","FUR-DEF-10004355","AS-285","8","402.96","41.24"
"AO-2013-2100","FUR-SAU-10002642","AS-285","1","166.68","17.42"
"AO-2013-2100","OFF-KRA-10003337","AS-285","4","145.8","15.52"
"AO-2013-2100","OFF-OIC-10000121","AS-285","1","13.86","2.07"
"AO-2013-2100","OFF-STO-10004779","AS-285","1","14.37","2.01"
"AO-2013-2100","TEC-APP-10001389","AS-285","1","166.89","18.22"
"AO-2013-2180","FUR-SAU-10003203","LC-6960","1","169.2","12.3"
"AO-2013-2180","OFF-HON-10000934","LC-6960","14","152.04","18.74"
"AO-2013-2180","OFF-ROG-10000191","LC-6960","1","210.69","34.31"
"AO-2013-2230","OFF-AVE-10004508","JK-6090","1","5.04","0.74"
"AO-2013-2230","OFF-ROG-10002818","JK-6090","1","62.16","8.71"
"AO-2013-2380","OFF-STA-10004163","CM-2655","4","93.84","10.96"
"AO-2013-3830","OFF-HON-10003230","SC-10305","2","16.32","1.63"
"AO-2013-4310","FUR-DEF-10002774","CW-1905","1","47.34","3.77"
"AO-2013-4310","OFF-HON-10000934","CW-1905","6","65.16","8.67"
"AO-2013-6050","FUR-ELD-10004994","JP-5460","1","56.58","4.73"
"AO-2013-6050","OFF-STO-10003802","JP-5460","4","55.92","4.52"
"AO-2013-6140","OFF-HON-10000934","BP-1290","6","65.16","8.57"
"AO-2013-6910","OFF-ROG-10002132","JH-5985","4","848.4","91"
"AO-2013-7170","OFF-BIN-10002061","HG-4845","1","46.32","2.64"
"AO-2013-7170","OFF-EAT-10002122","HG-4845","1","49.32","5.23"
"AO-2013-7170","OFF-ELD-10000819","HG-4845","1","48.45","2.85"
"AO-2013-7170","OFF-STO-10004841","HG-4845","6","65.7","2.59"
"AO-2013-7370","OFF-OIC-10003978","MM-7920","1","8.79","0.95"
"AO-2013-9250","TEC-APP-10001586","GM-4500","12","1480.68","70.97"
"AO-2013-9250","TEC-CIS-10000791","GM-4500","8","1466.88","85.35"
"AO-2014-1550","OFF-ELD-10000124","SC-10020","1","48","7.85"
"AO-2014-190","FUR-HAR-10004129","RW-9540","1","182.37","14.55"
"AO-2014-190","OFF-STO-10003802","RW-9540","1","13.98","0.85"
"AO-2014-2110","OFF-ACC-10001285","EP-3915","4","34.32","3.59"
"AO-2014-2110","OFF-GRE-10004054","EP-3915","6","110.16","19.11"
"AO-2014-2160","OFF-AME-10000244","LC-7050","2","54.18","4.29"
"AO-2014-2160","OFF-TEN-10003089","LC-7050","4","532.8","20.23"
"AO-2014-2270","FUR-CHR-10002278","BD-1725","4","1877.16","95.8"
"AO-2014-2460","OFF-SME-10000746","LM-7065","4","795.6","56.09"
"AO-2014-2730","OFF-FIS-10002661","JF-5415","1","47.04","1.82"
"AO-2014-2730","OFF-WIL-10000979","JF-5415","1","4.89","0.47"
"AO-2014-4190","OFF-IBI-10004855","DR-2940","4","29.4","2.52"
"AO-2014-420","OFF-AVE-10002024","DV-3465","2","13.38","3.3"
"AO-2014-420","TEC-KON-10001519","DV-3465","1","50.04","6.78"
"AO-2014-4830","OFF-FEL-10001405","JM-5655","2","275.58","44.92"
"AO-2014-4830","OFF-SME-10001745","JM-5655","1","48.93","6.9"
"AO-2014-5290","FUR-HON-10003950","RM-9375","1","318.09","23.93"
"AO-2014-5290","OFF-TEN-10003211","RM-9375","1","15.57","0.97"
"AO-2014-5450","OFF-ROG-10002294","DC-2850","4","568.32","15.8"
"AO-2014-5450","OFF-STO-10004910","DC-2850","1","18.66","1.61"
